Molecule ChEMBL ID,Smiles,Standard Value
CHEMBL3622185,CCc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,1162
CHEMBL3622527,O=c1[nH]c(N2CCOCC2)nc(NC2CCNCC2)c1-c1nc2ccccc2s1,121
CHEMBL4112425,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@@H]3CN[C@H]2C3)c1-c1nc2ccccc2s1,191
CHEMBL3980233,CN(CCCO)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,3395
CHEMBL3925792,COc1ccc(C)cc1NC(=O)c1cnn2cccnc12,3769
CHEMBL3933655,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(C)C)nc12,271
CHEMBL3961117,CC(C)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12,290
CHEMBL3901226,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1,301
CHEMBL3900127,O=C(Nc1cc(Cl)ccc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,338
CHEMBL3902407,O=C(Nc1cc(Cl)ccc1OC1CCNCC1)c1csc2cccnc12,476
CHEMBL3909110,CN1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,512
CHEMBL3976860,COc1cc2cc[nH]c2cc1NC(=O)c1cnn2cccnc12,787
CHEMBL3933884,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(CO)cnc12,2253
CHEMBL3940306,COc1cc(C(N)=O)ccc1NC(=O)c1cnn2cccnc12,2256
CHEMBL3969172,COCCCOc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,2419
CHEMBL3931877,O=C(Nc1cccc(NCCCO)c1N1CCCCC1)c1cnn2cccnc12,2849
CHEMBL4067341,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CC[C@H](NC(C)=O)CC1,21
CHEMBL4110685,CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC(C)(C)O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,6.1
CHEMBL4111578,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1ccc(C#N)cc1,2.6
CHEMBL3969520,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2cccnc2)CC1,3.6
CHEMBL4109159,Cc1ccc(CNc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,18.4
CHEMBL3915404,C[C@@H](CO)Nc1cc(-n2ccc3cc(F)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,2.1
CHEMBL4115629,CCOC(C)(C)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC(C)C,2.4
CHEMBL4111152,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,3
CHEMBL4112222,CC(C)n1cc(Nc2cc(-n3cnc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,4.3
CHEMBL4115627,CC(C)Nc1cc(-n2ccc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.5
CHEMBL3954007,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1,7.1
CHEMBL3902828,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1,1.7
CHEMBL4112434,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(F)C1,1.3
CHEMBL4106756,CC(C)Nc1cc(-n2ccc3cnc(NCCO)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.7
CHEMBL4112547,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(O)(C1CC1)C1CC1,10.7
CHEMBL3950330,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1CCOCC1,4.9
CHEMBL4111778,CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,4.3
CHEMBL3914423,C[C@@H](CF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,4.4
CHEMBL4107169,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1NC1CC1,3.1
CHEMBL3601081,OC[C@H]1C[C@@H](Nc2nc(Nc3cccnc3)ncc2-c2nc3ccncc3s2)[C@H](O)[C@@H]1O,18
CHEMBL4106833,Cc1csc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCC(C(F)(F)F)CC3)[nH]c2=O)n1,93.6
CHEMBL3961880,O=c1[nH]c(C2CCN(c3ccccn3)CC2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,180
CHEMBL3622518,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,4200
CHEMBL4114035,O=c1[nH]c(NC2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,575
CHEMBL4110755,CS(=O)(=O)N1CCC(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,545
CHEMBL4114620,O=c1[nH]c(N2CC3(CNC3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,6.5
CHEMBL4112396,O=c1[nH]c(N2CCC(c3cncnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,6.2
CHEMBL4115266,CN(N)/C=C(\N)C1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,19.4
CHEMBL4109175,CS(=O)(=O)N1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,225
CHEMBL4109278,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,24
CHEMBL4109565,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccc2)n1,12
CHEMBL3590479,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(F)F)n1,4
CHEMBL4112231,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)F,15.3
CHEMBL4114283,O=c1[nH]c(N2CCN(c3ccccc3F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,16
CHEMBL4109064,COc1ccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)cc1,10
CHEMBL4111716,CN(C)[C@H]1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,158
CHEMBL3985891,N[C@H]1C[C@H]1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,3000
CHEMBL3982860,NC1CCCCC1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,230
CHEMBL4111171,O=c1[nH]c(NC2COC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,892
CHEMBL4113183,O=c1[nH]c(N2CCC(CO)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,62
CHEMBL4110865,CC(=O)N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,450
CHEMBL4113392,CC(C)(C)OC(=O)N1CC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1,27
CHEMBL3927810,O=C(Nc1cc(Cl)ccc1N1CCCCCC1)c1cnn2cccnc12,1503
CHEMBL3916291,CCc1ccc(OC)c(NC(=O)c2cnn3cccnc23)c1,5885
CHEMBL3634509,Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCNC4)nc23)c(C(F)F)n1,0.4
CHEMBL3361254,NC(=O)C[C@H]1CCc2sc3ncnc(O[C@H]4CC[C@H](N5CCOCC5)CC4)c3c21,7.5
CHEMBL4520946,CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1cccc2cc(C(N)=O)c(OC)cc12,0.2
CHEMBL4747510,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCNCC3)nc12,41
CHEMBL3914855,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC(C(C)(O)C2CC2)CC1,4.6
CHEMBL4112067,CC(C)Nc1cc(-n2ncc3cc(C(F)F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.2
CHEMBL3916413,CC(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,8.1
CHEMBL3898994,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(=O)N1CCN(C)CC1,6.2
CHEMBL3931480,COC1CCN(c2ccc(NC(=O)c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)cn2)CC1,6.8
CHEMBL3983180,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCN(C2COC2)CC1,8.5
CHEMBL3934549,CCS(=O)(=O)N1CCC(NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,5.9
CHEMBL4106804,CC(C)(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1
CHEMBL3946548,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CO)CC3)cnn2c1,33
CHEMBL3958152,CC(C)(CCO)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,49
CHEMBL3924274,CC(C)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,4.5
CHEMBL4112374,CC(C)(C)Cn1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,2.2
CHEMBL4107163,CC(C)Nc1cc(-n2ccc3cnc(N(C)C)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.4
CHEMBL4108854,CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.7
CHEMBL3933351,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@H](F)C(C)(C)O,10.4
CHEMBL3900811,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N(C)C)nc1,6.9
CHEMBL3936270,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2CCOCC2)c1,15.9
CHEMBL4114914,CC(C)CC(=O)NCc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,16.9
CHEMBL4115121,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCCC(F)(F)F,1.8
CHEMBL4112477,CCn1nnnc1-c1ccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cc1,4.1
CHEMBL4111280,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,1.3
CHEMBL4112161,Cc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,7
CHEMBL4115100,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](O)CC1,2.4
CHEMBL3945800,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@@](F)(c2nccn2C)CC1,1.8
CHEMBL3925452,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC2(CC1)NC(=O)NC2=O,4.1
CHEMBL4110687,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CC=C(c2ccncc2)CC1,5.5
CHEMBL3949060,CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.8
CHEMBL4108677,CCCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.1
CHEMBL3947755,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@H](F)C(C)(C)O,2.6
CHEMBL3951199,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1(O)COC1,6.1
CHEMBL4114107,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cncnc32)cc1NC1CC1,1.9
CHEMBL4107577,CNC(=O)c1cccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1,3.6
CHEMBL3906640,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1,13.1
CHEMBL3973778,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1,14.2
CHEMBL3958009,CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1,9.3
CHEMBL3904136,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,1.4
CHEMBL3948840,CS[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1,7.8
CHEMBL3922141,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNC(=O)C(C)(C)O,7.5
CHEMBL4109280,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(CCC#N)c1,2.7
CHEMBL3947682,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCCOC(C)(C)C,5.5
CHEMBL4109831,CC(C)Nc1cc(-n2cnc3cnc(NCCO)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.5
CHEMBL3898331,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccn2C)CC1,6.4
CHEMBL3910861,CNC(=O)C[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,19.5
CHEMBL3973052,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCOCC2)cn1,8.4
CHEMBL3895880,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCNCC2)nc1,5.3
CHEMBL3911443,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N[C@@H](C)CO,13.4
CHEMBL3913330,COC1CCN(c2ccc(NC(=O)c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)nc2)CC1,10
CHEMBL3921909,[C-]#[N+]CC(=O)N1CCC(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,8
CHEMBL3946848,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(CC(F)F)c1,10
CHEMBL3955028,COc1ccccc1NC(=O)c1cnn2cccnc12,7337
CHEMBL3952668,COc1ccc(NC(C)=O)cc1NC(=O)c1cnn2cccnc12,7697
CHEMBL3915971,COc1ccc(CCCO)cc1NC(=O)c1cnn2cccnc12,8361
CHEMBL3920056,NCC1CCN(c2cc(C(=O)Nc3ccccc3)ccc2NC(=O)c2cnn3cccnc23)CC1,4
CHEMBL3967068,O=C(Nc1cc2cccnc2cc1O[C@H]1CC[C@@H](O)CC1)c1csc2cncnc12,7
CHEMBL4115149,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1COC[C@H]1O,2.2
CHEMBL4108427,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1COC[C@H]1F,4.9
CHEMBL3931002,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCC(=O)N1CCN(C)CC1,2.3
CHEMBL4106997,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCN(C(=O)c2ccc(F)cc2F)C1,9.6
CHEMBL3634378,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1,2
CHEMBL3634513,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(Cl)n1,1
CHEMBL4641886,CC(C)Nc1cc(Nc2ccn3nccc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.2
CHEMBL4109857,O=c1[nH]c(N2CCC(c3ccncc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,19
CHEMBL3622525,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNC[C@H](O)C2)c1-c1nc2ccccc2s1,85
CHEMBL4107379,O=c1[nH]c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,11
CHEMBL4111572,O=c1[nH]c(N2CCN(c3nccs3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,12
CHEMBL4111001,Cc1cc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)sn1,8
CHEMBL4114571,COC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,22
CHEMBL3892729,O=c1[nH]c(N2CC[C@H](F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,13
CHEMBL4112653,O=c1[nH]c(N2CCC(c3ccccc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,16
CHEMBL4108199,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccccn1,4759
CHEMBL4110771,C[C@@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,150
CHEMBL4114603,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cccc(-n2cccc2)n1,185
CHEMBL4111400,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2ccnc2)n1,4
CHEMBL4108414,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ncc(F)cn1,220
CHEMBL4112221,O=c1[nH]c(C2CCN(C3CCCCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,450
CHEMBL4108247,CS(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,380
CHEMBL3977868,O=c1[nH]c(N2CCOCC2)nc(NCC(O)CO)c1-c1nc2ccccc2s1,8100
CHEMBL3893206,O=c1[nH]c(N2CCOCC2)nc(NC2CNC2)c1-c1ccc2ccccc2n1,150
CHEMBL4107486,O=c1[nH]c(N2CC[C@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,23
CHEMBL4114391,O=c1[nH]c(N2CCC3(CCN(c4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,21
CHEMBL3622513,O=c1[nH]c(N2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,67
CHEMBL3932684,O=c1[nH]c(N2CCCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,54
CHEMBL4114246,CC(C)(C)c1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,537
CHEMBL4107260,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(Cl)cc2)cs1,153
CHEMBL3940329,COc1ccc(NC(=O)c2cnn3cccnc23)c(OC)c1,4169
CHEMBL4109207,COC(C)(C)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(CO)C1,1.6
CHEMBL3972673,O=C(Nc1cc2cccnc2cc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,11
CHEMBL4108668,O=C(Nc1cc2cccnc2cc1O[C@@H]1CC[C@@H](O)C1)c1csc2cncnc12,15
CHEMBL3939426,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(O)cnc12,23
CHEMBL3924130,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,29
CHEMBL4108818,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCN(c2ncc(F)cn2)CC1,3
CHEMBL4110735,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(N)C1,4.3
CHEMBL3954359,CS(=O)(=O)NCCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1,5.7
CHEMBL4110611,Cc1csc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,26.6
CHEMBL3929267,CC(C)(O)[C@H]1C[C@@H](Nc2nc(NC3CCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,65
CHEMBL3622188,CSc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,352
CHEMBL4109711,O=c1[nH]c(N2CCC(c3ccccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,36
CHEMBL4112779,O=C1CNC2(CCN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)O1,196
CHEMBL3967770,O=c1[nH]c(N2CCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,24
CHEMBL3622529,C[C@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,847
CHEMBL3622530,C[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,114
CHEMBL4111657,O=c1[nH]c(N2CCOC(CCO)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,57
CHEMBL4114259,CC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,145
CHEMBL4107481,Cc1nonc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,15
CHEMBL4111358,O=c1[nH]c(N2CCN(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,45
CHEMBL4109283,O=c1[nH]c(N2CCN(c3ccccc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,27
CHEMBL4107958,O=c1[nH]c(N2CCN(c3cccc(C(F)(F)F)c3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,42
CHEMBL4111756,CCN1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,1400
CHEMBL4113648,O=c1[nH]c(C2CCN(C3CCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,730
CHEMBL4110934,CC(C)S(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,210
CHEMBL4112564,O=c1[nH]c(C2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,89
CHEMBL3908895,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,1200
CHEMBL3906814,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCC2)c1-c1nc2ccccc2s1,2200
CHEMBL3900478,CCC(CO)Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,330
CHEMBL3983974,CC(O)CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,780
CHEMBL4109340,CCOC(=O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,180
CHEMBL4108684,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cccc(C#N)c1F,3.3
CHEMBL4073229,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1c2ccccc2C[C@@H]1O,2000
CHEMBL4089510,CN(C)C(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,14600
CHEMBL4059689,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCCC1,20
CHEMBL4071076,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H]1CCCC[C@H]1O,47
CHEMBL4075948,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCCO,170
CHEMBL4078264,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@H](O)C1,25
CHEMBL3914366,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(Cl)cnc43)cc2NC(C)C)CC1,5.6
CHEMBL4109069,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(-c2ncc(F)cn2)c1,1.6
CHEMBL4107813,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(O)C1,1.5
CHEMBL4111055,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC1COC1,3.7
CHEMBL4113223,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(Cl)cnc32)cc1NC1CC1,5.3
CHEMBL3969623,CC(C)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NCCC(C)(C)O,4.2
